SL No,Airline,AirlineID,Source,SourceID,Target,TargetID,A,B,C,Source_Country,Target_Country
36934,KN,10741,SZX,3374,NAY,6341,,0,737,China,China
36935,KN,10741,UYN,6368,NAY,6341,,0,737 73G,China,China
36936,KN,10741,WNZ,6392,NAY,6341,,0,737,China,China
36937,KN,10741,WUA,6955,NAY,6341,,0,737,China,China
36938,KN,10741,XFN,6360,NAY,6341,,0,737,China,China
36939,KN,10741,XIL,6350,NAY,6341,,0,737,China,China
36940,KN,10741,XIY,3379,KWE,3394,,0,737,China,China
36941,KN,10741,XIY,3379,SJW,6347,,0,737,China,China
36942,KN,10741,XMN,3383,NAY,6341,,0,737,China,China
36943,KN,10741,ZHA,6357,NAY,6341,,0,737,China,China
36968,KQ,3126,CAN,3370,BKK,3885,,0,763,China,Thailand
36969,KQ,3126,CAN,3370,NBO,4059,,0,773,China,Kenya
37109,KR,1844,URC,3399,FRU,2912,,0,320,China,Kyrgyzstan
37149,KU,3179,CGK,3275,KUL,3304,,0,340,Indonesia,Malaysia
37170,KU,3179,KUL,3304,CGK,3275,,0,340,Malaysia,Indonesia
37171,KU,3179,KUL,3304,KWI,2176,,0,340,Malaysia,Kuwait
37211,KU,3179,MNL,2397,BKK,3885,,0,340,Philippines,Thailand
37240,KY,13704,CAN,3370,KMG,3382,,0,73G,China,China
37241,KY,13704,CGO,3375,KMG,3382,,0,73G,China,China
37242,KY,13704,CKG,3393,HYN,6384,,0,73G,China,China
37243,KY,13704,CKG,3393,KMG,3382,,0,73G,China,China
37244,KY,13704,CKG,3393,NTG,5475,,0,73G,China,#N/A
37245,KY,13704,CSX,3371,HYN,6384,,0,73G,China,China
37246,KY,13704,CSX,3371,KMG,3382,,0,73G,China,China
37247,KY,13704,CTU,3395,KMG,3382,,0,73G,China,China
37248,KY,13704,CZX,4109,KMG,3382,,0,73G,China,China
37249,KY,13704,HGH,3386,KMG,3382,,0,73G,China,China
37250,KY,13704,HRB,3400,TNA,4108,,0,73G,China,China
37251,KY,13704,HYN,6384,CKG,3393,,0,73G,China,China
37252,KY,13704,HYN,6384,CSX,3371,,0,73G,China,China
37253,KY,13704,JHG,3381,KMG,3382,,0,73G,China,China
37254,KY,13704,JHG,3381,LJG,4033,,0,73G,China,China
37255,KY,13704,KMG,3382,CAN,3370,,0,73G,China,China
37256,KY,13704,KMG,3382,CGO,3375,,0,73G,China,China
37257,KY,13704,KMG,3382,CKG,3393,,0,73G,China,China
37258,KY,13704,KMG,3382,CSX,3371,,0,73G,China,China
37259,KY,13704,KMG,3382,CTU,3395,,0,73G,China,China
37260,KY,13704,KMG,3382,CZX,4109,,0,73G,China,China
37261,KY,13704,KMG,3382,HGH,3386,,0,73G,China,China
37262,KY,13704,KMG,3382,JHG,3381,,0,73G,China,China
37263,KY,13704,KMG,3382,LJG,4033,,0,73G,China,China
37264,KY,13704,KMG,3382,NKG,3388,,0,73G,China,China
37265,KY,13704,KMG,3382,NNG,3373,,0,73G,China,China
37266,KY,13704,KMG,3382,PVG,3406,,0,73G,China,China
37267,KY,13704,KMG,3382,SZX,3374,,0,73G,China,China
37268,KY,13704,KMG,3382,TNA,4108,,0,73G,China,China
37269,KY,13704,KMG,3382,WUH,3376,,0,73G,China,China
37270,KY,13704,KMG,3382,XIY,3379,,0,73G,China,China
37271,KY,13704,KMG,3382,XMN,3383,,0,73G,China,China
37272,KY,13704,LJG,4033,JHG,3381,,0,73G,China,China
37273,KY,13704,LJG,4033,KMG,3382,,0,73G,China,China
37274,KY,13704,LJG,4033,NNG,3373,,0,73G,China,China
37275,KY,13704,LJG,4033,XIY,3379,,0,73G,China,China
37276,KY,13704,NKG,3388,KMG,3382,,0,73G,China,China
37277,KY,13704,NNG,3373,KMG,3382,,0,73G,China,China
37278,KY,13704,NNG,3373,LJG,4033,,0,73G,China,China
37279,KY,13704,NNG,3373,XMN,3383,,0,73G,China,China
37281,KY,13704,PVG,3406,KMG,3382,,0,73G,China,China
37282,KY,13704,SZX,3374,KMG,3382,,0,738,China,China
37283,KY,13704,TNA,4108,HRB,3400,,0,73G,China,China
37284,KY,13704,TNA,4108,KMG,3382,,0,73G,China,China
37285,KY,13704,WUH,3376,KMG,3382,,0,73G,China,China
37286,KY,13704,WUH,3376,YTY,8876,,0,73G,China,China
37287,KY,13704,XIY,3379,KMG,3382,,0,73G,China,China
37288,KY,13704,XIY,3379,LJG,4033,,0,73G,China,China
37289,KY,13704,XMN,3383,KMG,3382,,0,73G,China,China
37290,KY,13704,XMN,3383,NNG,3373,,0,73G,China,China
37291,KY,13704,YTY,8876,WUH,3376,,0,73G,China,China
37869,LH,3320,CTU,3395,FRA,340,Y,0,330,China,Germany
38245,LH,3320,KUL,3304,FRA,340,,0,346,Malaysia,Germany
38469,LH,3320,NKG,3388,FRA,340,,0,343,China,Germany
38498,LH,3320,PEK,3364,DUS,345,Y,0,330,China,Germany
38499,LH,3320,PEK,3364,FRA,340,,0,388,China,Germany
38500,LH,3320,PEK,3364,MUC,346,,0,346,China,Germany
38514,LH,3320,PVG,3406,FRA,340,,0,388 744,China,Germany
38515,LH,3320,PVG,3406,MUC,346,,0,346,China,Germany
38531,LH,3320,SHE,4144,FRA,340,,0,343,China,Germany
38532,LH,3320,SHE,4144,TAO,3390,,0,343,China,China
38533,LH,3320,SIN,3316,FRA,340,,0,388,Singapore,Germany
38557,LH,3320,TAO,3390,SHE,4144,,0,343,China,China
38721,LJ,9810,CEB,4206,ICN,3930,,0,738,Philippines,South Korea
38725,LJ,9810,CRK,4140,ICN,3930,,0,738,Philippines,South Korea
38744,LJ,9810,PVG,3406,CJU,2370,,0,738,China,South Korea
38889,LO,3210,PEK,3364,WAW,679,,0,788,China,Poland
39300,LV,1008,PEK,3364,MLE,3156,,0,763,China,Maldives
39301,LV,1008,PVG,3406,MLE,3156,,0,763,China,Maldives
39472,LX,4559,PEK,3364,ZRH,1678,,0,333,China,Switzerland
39481,LX,4559,PVG,3406,ZRH,1678,,0,343,China,Switzerland
39486,LX,4559,SIN,3316,ZRH,1678,,0,343,Singapore,Switzerland
39630,LY,2150,PEK,3364,TLV,1590,,0,763,China,Israel
39739,MD,1066,CAN,3370,BKK,3885,,0,343,China,Thailand
39754,MD,1066,KUL,3304,BKK,3885,Y,0,333,Malaysia,Thailand
39766,MD,1066,SIN,3316,BKK,3885,Y,0,777,Singapore,Thailand
39873,MF,5484,CAN,3370,FOC,3385,,0,737,China,China
39874,MF,5484,CAN,3370,HGH,3386,,0,737,China,China
39875,MF,5484,CAN,3370,JJN,6386,,0,737,China,China
39876,MF,5484,CAN,3370,XMN,3383,,0,737,China,China
39877,MF,5484,CGK,3275,FOC,3385,,0,738,Indonesia,China
39878,MF,5484,CGK,3275,SIN,3316,,0,738,Indonesia,Singapore
39879,MF,5484,CGK,3275,XMN,3383,,0,738,Indonesia,China
39880,MF,5484,CGO,3375,FOC,3385,,0,737 738,China,China
39881,MF,5484,CGO,3375,HGH,3386,,0,737,China,China
39882,MF,5484,CGO,3375,HRB,3400,,0,737,China,China
39883,MF,5484,CGO,3375,INC,4085,,0,737,China,China
39884,MF,5484,CGO,3375,LHW,3378,,0,737,China,China
39885,MF,5484,CGO,3375,URC,3399,,0,737,China,China
39886,MF,5484,CGO,3375,XMN,3383,,0,738 737,China,China
39887,MF,5484,CGO,3375,XNN,6366,,0,737,China,China
39888,MF,5484,CGQ,4380,HGH,3386,,0,737,China,China
39889,MF,5484,CGQ,4380,NGB,3387,,0,737,China,China
39890,MF,5484,CGQ,4380,NKG,3388,,0,737,China,China
39891,MF,5484,CGQ,4380,TAO,3390,,0,737,China,China
39894,MF,5484,CKG,3393,CSX,3371,,0,737,China,China
39895,MF,5484,CKG,3393,FOC,3385,,0,737,China,China
39896,MF,5484,CKG,3393,HGH,3386,,0,737,China,China
39897,MF,5484,CKG,3393,KHN,3384,,0,737,China,China
39898,MF,5484,CKG,3393,KWL,3372,,0,737,China,China
39899,MF,5484,CKG,3393,LJG,4033,,0,737,China,China
39900,MF,5484,CKG,3393,LXA,4097,,0,737,China,China
39901,MF,5484,CKG,3393,TSN,3368,,0,737,China,China
39902,MF,5484,CKG,3393,WUH,3376,,0,737,China,China
39903,MF,5484,CKG,3393,XIY,3379,,0,737,China,China
39904,MF,5484,CKG,3393,XMN,3383,,0,737,China,China
39905,MF,5484,CKG,3393,XNN,6366,,0,737,China,China
39906,MF,5484,CKG,3393,YIH,6361,,0,737,China,China
39907,MF,5484,CSX,3371,CKG,3393,,0,737,China,China
39908,MF,5484,CSX,3371,CTU,3395,,0,737,China,China
39909,MF,5484,CSX,3371,FOC,3385,,0,737,China,China
39910,MF,5484,CSX,3371,HET,6345,,0,737,China,China
39911,MF,5484,CSX,3371,HGH,3386,,0,737,China,China
39912,MF,5484,CSX,3371,JJN,6386,,0,737,China,China
39913,MF,5484,CSX,3371,KWE,3394,,0,737,China,China
39914,MF,5484,CSX,3371,LHW,3378,,0,737,China,China
39915,MF,5484,CSX,3371,LZO,6399,,0,737,China,China
39916,MF,5484,CSX,3371,MIG,6400,,0,737,China,China
39917,MF,5484,CSX,3371,PEK,3364,,0,737,China,China
39918,MF,5484,CSX,3371,TAO,3390,,0,737,China,China
39919,MF,5484,CSX,3371,TPE,2276,,0,738 330,China,Taiwan
39920,MF,5484,CSX,3371,TYN,3369,,0,737,China,China
39921,MF,5484,CSX,3371,URC,3399,,0,737,China,China
39922,MF,5484,CSX,3371,XIY,3379,,0,737,China,China
39923,MF,5484,CSX,3371,XMN,3383,,0,737,China,China
39924,MF,5484,CTU,3395,CSX,3371,,0,737,China,China
39925,MF,5484,CTU,3395,FOC,3385,,0,737,China,China
39926,MF,5484,CTU,3395,HGH,3386,,0,737,China,China
39927,MF,5484,CTU,3395,WUH,3376,,0,737,China,China
39928,MF,5484,CTU,3395,XMN,3383,,0,737,China,China
39929,MF,5484,CZX,4109,FOC,3385,,0,737,China,China
39930,MF,5484,CZX,4109,TYN,3369,,0,737,China,China
39931,MF,5484,DAT,6344,TYN,3369,,0,737,China,China
39932,MF,5484,DLC,3404,FOC,3385,,0,738,China,China
39933,MF,5484,DLC,3404,HGH,3386,,0,738,China,China
39934,MF,5484,DLC,3404,TAO,3390,,0,737,China,China
39935,MF,5484,DLC,3404,TNA,4108,,0,737,China,China
39936,MF,5484,DLC,3404,TSN,3368,,0,737,China,China
39937,MF,5484,DLC,3404,XMN,3383,,0,738,China,China
39938,MF,5484,FOC,3385,BKK,3885,,0,738,China,Thailand
39939,MF,5484,FOC,3385,CAN,3370,,0,737,China,China
39940,MF,5484,FOC,3385,CGK,3275,,0,738,China,Indonesia
39941,MF,5484,FOC,3385,CGO,3375,,0,737 738,China,China
39942,MF,5484,FOC,3385,CJU,2370,,0,738,China,South Korea
39943,MF,5484,FOC,3385,CKG,3393,,0,737,China,China
39944,MF,5484,FOC,3385,CSX,3371,,0,737,China,China
39945,MF,5484,FOC,3385,CTU,3395,,0,737,China,China
39946,MF,5484,FOC,3385,CZX,4109,,0,737,China,China
39947,MF,5484,FOC,3385,DLC,3404,,0,738,China,China
39948,MF,5484,FOC,3385,HAK,4120,,0,737,China,China
39949,MF,5484,FOC,3385,HGH,3386,,0,737 738,China,China
39950,MF,5484,FOC,3385,HRB,3400,,0,737,China,China
39951,MF,5484,FOC,3385,KHH,2264,,0,737 738,China,Taiwan
39952,MF,5484,FOC,3385,KMG,3382,,0,737,China,China
39953,MF,5484,FOC,3385,KUL,3304,,0,738,China,Malaysia
39954,MF,5484,FOC,3385,KWE,3394,,0,737,China,China
39955,MF,5484,FOC,3385,KWL,3372,,0,737,China,China
39956,MF,5484,FOC,3385,MFM,3121,,0,738,China,Macau
39957,MF,5484,FOC,3385,NKG,3388,,0,737,China,China
39958,MF,5484,FOC,3385,NNG,3373,,0,737,China,China
39959,MF,5484,FOC,3385,PEK,3364,,0,737,China,China
39960,MF,5484,FOC,3385,SHA,3391,,0,737,China,China
39961,MF,5484,FOC,3385,SIN,3316,,0,738,China,Singapore
39962,MF,5484,FOC,3385,SYX,4030,,0,737,China,China
39963,MF,5484,FOC,3385,SZX,3374,,0,737,China,China
39964,MF,5484,FOC,3385,TAO,3390,,0,737,China,China
39965,MF,5484,FOC,3385,TNA,4108,,0,737,China,China
39966,MF,5484,FOC,3385,TPE,2276,,0,738,China,Taiwan
39967,MF,5484,FOC,3385,TSA,2275,,0,737 738,China,Taiwan
39968,MF,5484,FOC,3385,TSN,3368,,0,738,China,China
39969,MF,5484,FOC,3385,TYN,3369,,0,737,China,China
39970,MF,5484,FOC,3385,WUH,3376,,0,737,China,China
39971,MF,5484,FOC,3385,XIY,3379,,0,737,China,China
39972,MF,5484,FOC,3385,ZUH,6355,,0,737,China,China
39973,MF,5484,HAK,4120,FOC,3385,,0,737,China,China
39974,MF,5484,HAK,4120,HGH,3386,,0,737,China,China
39975,MF,5484,HAK,4120,XMN,3383,,0,737,China,China
39976,MF,5484,HET,6345,CSX,3371,,0,737,China,China
39977,MF,5484,HET,6345,HGH,3386,,0,737,China,China
39978,MF,5484,HET,6345,NKG,3388,,0,737,China,China
39979,MF,5484,HET,6345,TNA,4108,,0,737,China,China
39980,MF,5484,HET,6345,TSN,3368,,0,737,China,China
39981,MF,5484,HFE,3389,TYN,3369,,0,737,China,China
39982,MF,5484,HFE,3389,XMN,3383,,0,737,China,China
39983,MF,5484,HGH,3386,CAN,3370,,0,737,China,China
39984,MF,5484,HGH,3386,CGO,3375,,0,737,China,China
39985,MF,5484,HGH,3386,CGQ,4380,,0,737,China,China
39986,MF,5484,HGH,3386,CKG,3393,,0,737,China,China
39987,MF,5484,HGH,3386,CSX,3371,,0,737,China,China
39988,MF,5484,HGH,3386,CTU,3395,,0,737,China,China
39989,MF,5484,HGH,3386,DLC,3404,,0,738,China,China
39990,MF,5484,HGH,3386,FOC,3385,,0,738 737,China,China
39991,MF,5484,HGH,3386,HAK,4120,,0,737,China,China
39992,MF,5484,HGH,3386,HET,6345,,0,737,China,China
39993,MF,5484,HGH,3386,HRB,3400,,0,737,China,China
39994,MF,5484,HGH,3386,JJN,6386,,0,737,China,China
39995,MF,5484,HGH,3386,KMG,3382,,0,737,China,China
39996,MF,5484,HGH,3386,KWE,3394,,0,737,China,China
39997,MF,5484,HGH,3386,LJG,4033,,0,737,China,China
39998,MF,5484,HGH,3386,MFM,3121,,0,738,China,Macau
39999,MF,5484,HGH,3386,NNG,3373,,0,737,China,China
40000,MF,5484,HGH,3386,PEK,3364,,0,737,China,China
40001,MF,5484,HGH,3386,SHE,4144,,0,737,China,China
40002,MF,5484,HGH,3386,SJW,6347,,0,737,China,China
40003,MF,5484,HGH,3386,SYX,4030,,0,737,China,China
40004,MF,5484,HGH,3386,SZX,3374,,0,737,China,China
40005,MF,5484,HGH,3386,TAO,3390,,0,737,China,China
40006,MF,5484,HGH,3386,TNA,4108,,0,737,China,China
40007,MF,5484,HGH,3386,TPE,2276,,0,738,China,Taiwan
40008,MF,5484,HGH,3386,TSN,3368,,0,737,China,China
40009,MF,5484,HGH,3386,TYN,3369,,0,737,China,China
40010,MF,5484,HGH,3386,WUH,3376,,0,737,China,China
40011,MF,5484,HGH,3386,XIY,3379,,0,737,China,China
40012,MF,5484,HGH,3386,XMN,3383,,0,737,China,China
40016,MF,5484,HRB,3400,CGO,3375,,0,737,China,China
40017,MF,5484,HRB,3400,FOC,3385,,0,737,China,China
40018,MF,5484,HRB,3400,HGH,3386,,0,737,China,China
40019,MF,5484,HRB,3400,KHN,3384,,0,737,China,China
40020,MF,5484,HRB,3400,NKG,3388,,0,737,China,China
40021,MF,5484,HRB,3400,TAO,3390,,0,737,China,China
40022,MF,5484,HRB,3400,TSN,3368,,0,737,China,China
40023,MF,5484,HRB,3400,YNZ,6393,,0,737,China,China
40024,MF,5484,HSN,6395,JJN,6386,,0,737,China,China
40025,MF,5484,HSN,6395,PEK,3364,,0,737,China,China
40026,MF,5484,HSN,6395,XMN,3383,,0,737,China,China
40028,MF,5484,INC,4085,CGO,3375,,0,737,China,China
40029,MF,5484,INC,4085,WUH,3376,,0,737,China,China
40030,MF,5484,INC,4085,XIY,3379,,0,737,China,China
40031,MF,5484,JJN,6386,CAN,3370,,0,737,China,China
40032,MF,5484,JJN,6386,CSX,3371,,0,737,China,China
40033,MF,5484,JJN,6386,HGH,3386,,0,737,China,China
40034,MF,5484,JJN,6386,HKG,3077,,0,738,China,Hong Kong
40035,MF,5484,JJN,6386,HSN,6395,,0,737,China,China
40036,MF,5484,JJN,6386,KWE,3394,,0,737,China,China
40037,MF,5484,JJN,6386,MFM,3121,,0,738,China,Macau
40038,MF,5484,JJN,6386,NKG,3388,,0,737,China,China
40039,MF,5484,JJN,6386,PEK,3364,,0,737,China,China
40040,MF,5484,JJN,6386,SHA,3391,,0,737,China,China
40041,MF,5484,JJN,6386,SZX,3374,,0,737,China,China
40042,MF,5484,JJN,6386,TPE,2276,,0,738,China,Taiwan
40043,MF,5484,JJN,6386,WUH,3376,,0,737,China,China
40047,MF,5484,KHN,3384,CKG,3393,,0,737,China,China
40048,MF,5484,KHN,3384,HRB,3400,,0,737,China,China
40049,MF,5484,KHN,3384,KMG,3382,,0,737,China,China
40050,MF,5484,KHN,3384,SZX,3374,,0,737,China,China
40051,MF,5484,KHN,3384,XIY,3379,,0,737,China,China
40052,MF,5484,KHN,3384,XMN,3383,,0,737,China,China
40053,MF,5484,KMG,3382,FOC,3385,,0,737,China,China
40054,MF,5484,KMG,3382,HGH,3386,,0,737,China,China
40055,MF,5484,KMG,3382,KHN,3384,,0,737,China,China
40056,MF,5484,KMG,3382,KWE,3394,,0,737,China,China
40057,MF,5484,KMG,3382,WUH,3376,,0,737,China,China
40058,MF,5484,KMG,3382,XMN,3383,,0,737,China,China
40059,MF,5484,KUL,3304,FOC,3385,,0,738,Malaysia,China
40060,MF,5484,KUL,3304,XMN,3383,,0,738,Malaysia,China
40061,MF,5484,KWE,3394,CSX,3371,,0,737,China,China
40062,MF,5484,KWE,3394,FOC,3385,,0,737,China,China
40063,MF,5484,KWE,3394,HGH,3386,,0,737,China,China
40064,MF,5484,KWE,3394,JJN,6386,,0,737,China,China
40065,MF,5484,KWE,3394,KMG,3382,,0,737,China,China
40066,MF,5484,KWE,3394,XMN,3383,,0,737,China,China
40067,MF,5484,KWL,3372,CKG,3393,,0,737,China,China
40068,MF,5484,KWL,3372,FOC,3385,,0,737,China,China
40069,MF,5484,KWL,3372,XMN,3383,,0,737,China,China
40070,MF,5484,LHW,3378,CGO,3375,,0,737,China,China
40071,MF,5484,LHW,3378,CSX,3371,,0,737,China,China
40072,MF,5484,LHW,3378,WUH,3376,,0,737,China,China
40073,MF,5484,LJG,4033,CKG,3393,,0,737,China,China
40074,MF,5484,LJG,4033,HGH,3386,,0,737,China,China
40075,MF,5484,LXA,4097,CKG,3393,,0,737,China,China
40076,MF,5484,LZO,6399,CSX,3371,,0,737,China,China
40081,MF,5484,MIG,6400,CSX,3371,,0,737,China,China
40082,MF,5484,NGB,3387,CGQ,4380,,0,737,China,China
40083,MF,5484,NGB,3387,XMN,3383,,0,737,China,China
40084,MF,5484,NKG,3388,CGQ,4380,,0,737,China,China
40085,MF,5484,NKG,3388,FOC,3385,,0,737,China,China
40086,MF,5484,NKG,3388,HET,6345,,0,737,China,China
40087,MF,5484,NKG,3388,HRB,3400,,0,737,China,China
40088,MF,5484,NKG,3388,JJN,6386,,0,737,China,China
40089,MF,5484,NKG,3388,SHE,4144,,0,737,China,China
40090,MF,5484,NKG,3388,XIY,3379,,0,737,China,China
40091,MF,5484,NKG,3388,XMN,3383,,0,737,China,China
40092,MF,5484,NNG,3373,FOC,3385,,0,737,China,China
40093,MF,5484,NNG,3373,HGH,3386,,0,737,China,China
40094,MF,5484,NNG,3373,SZX,3374,,0,737,China,China
40095,MF,5484,NNG,3373,XMN,3383,,0,737,China,China
40096,MF,5484,PEK,3364,CSX,3371,,0,737,China,China
40097,MF,5484,PEK,3364,FOC,3385,,0,737,China,China
40098,MF,5484,PEK,3364,HGH,3386,,0,737,China,China
40099,MF,5484,PEK,3364,HSN,6395,,0,737,China,China
40100,MF,5484,PEK,3364,JJN,6386,,0,737,China,China
40101,MF,5484,PEK,3364,WUS,6391,,0,737,China,China
40102,MF,5484,PEK,3364,XMN,3383,,0,737,China,China
40103,MF,5484,SHA,3391,FOC,3385,,0,737,China,China
40104,MF,5484,SHA,3391,JJN,6386,,0,737,China,China
40105,MF,5484,SHA,3391,XMN,3383,,0,737,China,China
40106,MF,5484,SHE,4144,HGH,3386,,0,737,China,China
40107,MF,5484,SHE,4144,NKG,3388,,0,737,China,China
40108,MF,5484,SHE,4144,TAO,3390,,0,737,China,China
40109,MF,5484,SHE,4144,TNA,4108,,0,737,China,China
40110,MF,5484,SHE,4144,XMN,3383,,0,737,China,China
40111,MF,5484,SIN,3316,CGK,3275,,0,738 332 333,Singapore,Indonesia
40112,MF,5484,SIN,3316,FOC,3385,,0,738,Singapore,China
40113,MF,5484,SIN,3316,XMN,3383,,0,738,Singapore,China
40114,MF,5484,SJW,6347,HGH,3386,,0,737,China,China
40115,MF,5484,SYX,4030,FOC,3385,,0,737,China,China
40116,MF,5484,SYX,4030,HGH,3386,,0,737,China,China
40117,MF,5484,SYX,4030,XMN,3383,,0,737,China,China
40118,MF,5484,SZX,3374,FOC,3385,,0,737,China,China
40119,MF,5484,SZX,3374,HGH,3386,,0,737,China,China
40120,MF,5484,SZX,3374,JJN,6386,,0,737,China,China
40121,MF,5484,SZX,3374,KHN,3384,,0,737,China,China
40122,MF,5484,SZX,3374,NNG,3373,,0,737,China,China
40123,MF,5484,SZX,3374,TSN,3368,,0,737,China,China
40124,MF,5484,SZX,3374,XMN,3383,,0,737,China,China
40125,MF,5484,TAO,3390,CGQ,4380,,0,737,China,China
40126,MF,5484,TAO,3390,CSX,3371,,0,737,China,China
40127,MF,5484,TAO,3390,DLC,3404,,0,737,China,China
40128,MF,5484,TAO,3390,FOC,3385,,0,737,China,China
40129,MF,5484,TAO,3390,HGH,3386,,0,737,China,China
40130,MF,5484,TAO,3390,HRB,3400,,0,737,China,China
40131,MF,5484,TAO,3390,SHE,4144,,0,737,China,China
40132,MF,5484,TAO,3390,XMN,3383,,0,737,China,China
40133,MF,5484,TNA,4108,DLC,3404,,0,737,China,China
40134,MF,5484,TNA,4108,FOC,3385,,0,737,China,China
40135,MF,5484,TNA,4108,HET,6345,,0,737,China,China
40136,MF,5484,TNA,4108,HGH,3386,,0,737,China,China
40137,MF,5484,TNA,4108,SHE,4144,,0,737,China,China
40138,MF,5484,TNA,4108,URC,3399,,0,737,China,China
40139,MF,5484,TNA,4108,WUH,3376,,0,737,China,China
40140,MF,5484,TNA,4108,XMN,3383,,0,737,China,China
40148,MF,5484,TSN,3368,CKG,3393,,0,737,China,China
40149,MF,5484,TSN,3368,DLC,3404,,0,737,China,China
40150,MF,5484,TSN,3368,FOC,3385,,0,738,China,China
40151,MF,5484,TSN,3368,HET,6345,,0,737,China,China
40152,MF,5484,TSN,3368,HGH,3386,,0,737,China,China
40153,MF,5484,TSN,3368,HRB,3400,,0,737,China,China
40154,MF,5484,TSN,3368,SZX,3374,,0,737,China,China
40155,MF,5484,TSN,3368,WUH,3376,,0,737,China,China
40156,MF,5484,TSN,3368,XIY,3379,,0,737,China,China
40157,MF,5484,TSN,3368,XMN,3383,,0,738 737,China,China
40158,MF,5484,TXN,6387,TYN,3369,,0,737,China,China
40159,MF,5484,TXN,6387,XMN,3383,,0,737,China,China
40160,MF,5484,TYN,3369,CSX,3371,,0,737,China,China
40161,MF,5484,TYN,3369,CZX,4109,,0,737,China,China
40162,MF,5484,TYN,3369,DAT,6344,,0,737,China,China
40163,MF,5484,TYN,3369,FOC,3385,,0,737,China,China
40164,MF,5484,TYN,3369,HFE,3389,,0,737,China,China
40165,MF,5484,TYN,3369,HGH,3386,,0,737,China,China
40166,MF,5484,TYN,3369,TXN,6387,,0,737,China,China
40167,MF,5484,TYN,3369,XMN,3383,,0,737,China,China
40168,MF,5484,URC,3399,CGO,3375,,0,737,China,China
40169,MF,5484,URC,3399,CSX,3371,,0,737,China,China
40170,MF,5484,URC,3399,TNA,4108,,0,737,China,China
40171,MF,5484,URC,3399,WUH,3376,,0,737,China,China
40172,MF,5484,URC,3399,XIY,3379,,0,737,China,China
40173,MF,5484,WUH,3376,CKG,3393,,0,737,China,China
40174,MF,5484,WUH,3376,CTU,3395,,0,737,China,China
40175,MF,5484,WUH,3376,FOC,3385,,0,737,China,China
40176,MF,5484,WUH,3376,HGH,3386,,0,737,China,China
40177,MF,5484,WUH,3376,INC,4085,,0,737,China,China
40178,MF,5484,WUH,3376,JJN,6386,,0,737,China,China
40179,MF,5484,WUH,3376,KMG,3382,,0,737,China,China
40180,MF,5484,WUH,3376,LHW,3378,,0,737,China,China
40181,MF,5484,WUH,3376,TNA,4108,,0,737,China,China
40182,MF,5484,WUH,3376,TSN,3368,,0,737,China,China
40183,MF,5484,WUH,3376,URC,3399,,0,737,China,China
40184,MF,5484,WUH,3376,XMN,3383,,0,737,China,China
40185,MF,5484,WUS,6391,HKG,3077,,0,738,China,Hong Kong
40186,MF,5484,WUS,6391,PEK,3364,,0,737,China,China
40187,MF,5484,WUS,6391,XMN,3383,,0,737,China,China
40188,MF,5484,WXN,6403,XIY,3379,,0,737,China,China
40189,MF,5484,WXN,6403,XMN,3383,,0,737,China,China
40190,MF,5484,XIY,3379,CKG,3393,,0,737,China,China
40191,MF,5484,XIY,3379,CSX,3371,,0,737,China,China
40192,MF,5484,XIY,3379,FOC,3385,,0,737,China,China
40193,MF,5484,XIY,3379,HGH,3386,,0,737,China,China
40194,MF,5484,XIY,3379,INC,4085,,0,737,China,China
40195,MF,5484,XIY,3379,KHN,3384,,0,737,China,China
40196,MF,5484,XIY,3379,NKG,3388,,0,737,China,China
40197,MF,5484,XIY,3379,TSN,3368,,0,737,China,China
40198,MF,5484,XIY,3379,URC,3399,,0,737,China,China
40199,MF,5484,XIY,3379,WXN,6403,,0,737,China,China
40200,MF,5484,XIY,3379,XMN,3383,,0,737,China,China
40201,MF,5484,XIY,3379,XNN,6366,,0,737,China,China
40202,MF,5484,XMN,3383,BKK,3885,,0,738,China,Thailand
40203,MF,5484,XMN,3383,CAN,3370,,0,737,China,China
40204,MF,5484,XMN,3383,CGK,3275,,0,738,China,Indonesia
40205,MF,5484,XMN,3383,CGO,3375,,0,737 738,China,China
40206,MF,5484,XMN,3383,CJU,2370,,0,738,China,South Korea
40207,MF,5484,XMN,3383,CKG,3393,,0,737,China,China
40208,MF,5484,XMN,3383,CSX,3371,,0,737,China,China
40209,MF,5484,XMN,3383,CTU,3395,,0,737,China,China
40210,MF,5484,XMN,3383,DLC,3404,,0,738,China,China
40211,MF,5484,XMN,3383,HAK,4120,,0,737,China,China
40212,MF,5484,XMN,3383,HFE,3389,,0,737,China,China
40213,MF,5484,XMN,3383,HGH,3386,,0,737,China,China
40214,MF,5484,XMN,3383,HKG,3077,,0,738,China,Hong Kong
40215,MF,5484,XMN,3383,HSN,6395,,0,737,China,China
40216,MF,5484,XMN,3383,ICN,3930,,0,73H 738 73J,China,South Korea
40217,MF,5484,XMN,3383,JUH,9843,,0,737,China,#N/A
40218,MF,5484,XMN,3383,KHH,2264,,0,E90 738,China,Taiwan
40219,MF,5484,XMN,3383,KHN,3384,,0,737,China,China
40220,MF,5484,XMN,3383,KMG,3382,,0,737,China,China
40221,MF,5484,XMN,3383,KUL,3304,,0,738,China,Malaysia
40222,MF,5484,XMN,3383,KWE,3394,,0,737,China,China
40223,MF,5484,XMN,3383,KWL,3372,,0,737,China,China
40224,MF,5484,XMN,3383,MFM,3121,,0,738,China,Macau
