SL No,Airline,AirlineID,Source,SourceID,Target,TargetID,A,B,C,Source_Country,Target_Country
22965,EK,2183,CAN,3370,DXB,2188,,0,77W,China,United Arab Emirates
22969,EK,2183,CGK,3275,DXB,2188,,0,77W,Indonesia,United Arab Emirates
23141,EK,2183,KUL,3304,DXB,2188,,0,773 77W,Malaysia,United Arab Emirates
23142,EK,2183,KUL,3304,MEL,3339,,0,77W,Malaysia,Australia
23171,EK,2183,MNL,2397,DXB,2188,,0,77W,Philippines,United Arab Emirates
23180,EK,2183,PEK,3364,DXB,2188,,0,77W 388,China,United Arab Emirates
23186,EK,2183,PVG,3406,DXB,2188,,0,388 77W,China,United Arab Emirates
23194,EK,2183,SIN,3316,BNE,3320,,0,77W,Singapore,Australia
23195,EK,2183,SIN,3316,DXB,2188,,0,77W 388,Singapore,United Arab Emirates
23196,EK,2183,SIN,3316,MEL,3339,,0,77W,Singapore,Australia
23197,EK,2183,SIN,3316,PER,3351,Y,0,332,Singapore,Australia
23198,EK,2183,SIN,3316,SYD,3361,Y,0,333 744,Singapore,Australia
23584,ET,2220,CAN,3370,ADD,1107,,0,77W,China,Ethiopia
23695,ET,2220,KUL,3304,BKK,3885,,0,763,Malaysia,Thailand
23772,ET,2220,PEK,3364,ADD,1107,,0,77L,China,Ethiopia
23777,ET,2220,PVG,3406,ADD,1107,,0,77L 788,China,Ethiopia
23780,ET,2220,SIN,3316,ADL,3341,,0,333,Singapore,Australia
23781,ET,2220,SIN,3316,AKL,2006,,0,77W,Singapore,New Zealand
23782,ET,2220,SIN,3316,BKK,3885,,0,333 763,Singapore,Thailand
23783,ET,2220,SIN,3316,BNE,3320,,0,333,Singapore,Australia
23784,ET,2220,SIN,3316,CHC,2009,,0,772,Singapore,New Zealand
23785,ET,2220,SIN,3316,DXB,2188,Y,0,77W 333,Singapore,United Arab Emirates
23786,ET,2220,SIN,3316,MEL,3339,,0,388,Singapore,Australia
23787,ET,2220,SIN,3316,PER,3351,,0,333,Singapore,Australia
23788,ET,2220,SIN,3316,SYD,3361,,0,388,Singapore,Australia
23805,EU,2193,BHY,6351,CKG,3393,,0,319,China,China
23806,EU,2193,BHY,6351,CTU,3395,,0,319,China,China
23807,EU,2193,CAN,3370,CTU,3395,,0,319,China,China
23808,EU,2193,CGQ,4380,TNA,4108,,0,319,China,China
23809,EU,2193,CKG,3393,BHY,6351,,0,319,China,China
23810,EU,2193,CSX,3371,CTU,3395,,0,319,China,China
23811,EU,2193,CSX,3371,HGH,3386,,0,319,China,China
23812,EU,2193,CSX,3371,NGB,3387,,0,319,China,China
23813,EU,2193,CSX,3371,NKG,3388,,0,319,China,China
23814,EU,2193,CSX,3371,SYX,4030,,0,319,China,China
23815,EU,2193,CTU,3395,BHY,6351,,0,319,China,China
23816,EU,2193,CTU,3395,CAN,3370,,0,319,China,China
23817,EU,2193,CTU,3395,CSX,3371,,0,319,China,China
23818,EU,2193,CTU,3395,HGH,3386,,0,319,China,China
23819,EU,2193,CTU,3395,JGS,6428,,0,319,China,#N/A
23820,EU,2193,CTU,3395,JHG,3381,,0,319,China,China
23821,EU,2193,CTU,3395,JNG,6944,,0,319,China,China
23822,EU,2193,CTU,3395,JZH,4301,,0,319,China,China
23823,EU,2193,CTU,3395,KMG,3382,,0,319,China,China
23824,EU,2193,CTU,3395,KWE,3394,,0,319,China,China
23825,EU,2193,CTU,3395,LJG,4033,,0,319,China,China
23826,EU,2193,CTU,3395,LYG,6383,,0,319,China,China
23827,EU,2193,CTU,3395,LZH,6356,,0,319,China,China
23828,EU,2193,CTU,3395,NKG,3388,,0,319,China,China
23829,EU,2193,CTU,3395,PVG,3406,,0,319,China,China
23830,EU,2193,CTU,3395,SYX,4030,,0,319,China,China
23831,EU,2193,CTU,3395,SZX,3374,,0,319,China,China
23832,EU,2193,CTU,3395,TNA,4108,,0,319,China,China
23833,EU,2193,CTU,3395,TSN,3368,,0,319,China,China
23834,EU,2193,CTU,3395,WNZ,6392,,0,319,China,China
23835,EU,2193,CTU,3395,WUH,3376,,0,319,China,China
23836,EU,2193,CTU,3395,XIY,3379,,0,319,China,China
23837,EU,2193,CTU,3395,ZYI,9846,,0,319,China,China
23838,EU,2193,FOC,3385,KWE,3394,,0,319,China,China
23839,EU,2193,HGH,3386,CSX,3371,,0,319,China,China
23840,EU,2193,HGH,3386,CTU,3395,,0,319,China,China
23841,EU,2193,HGH,3386,SYX,4030,,0,319,China,China
23842,EU,2193,HYN,6384,WUH,3376,,0,319,China,China
23845,EU,2193,JHG,3381,CTU,3395,,0,319,China,China
23846,EU,2193,JHG,3381,KMG,3382,,0,319,China,China
23847,EU,2193,JNG,6944,CTU,3395,,0,319,China,China
23848,EU,2193,JNG,6944,SHE,4144,,0,319,China,China
23849,EU,2193,JZH,4301,CTU,3395,,0,319,China,China
23850,EU,2193,KMG,3382,CTU,3395,,0,319,China,China
23851,EU,2193,KMG,3382,JHG,3381,,0,319,China,China
23852,EU,2193,KMG,3382,LZH,6356,,0,319,China,China
23853,EU,2193,KWE,3394,CTU,3395,,0,319,China,China
23854,EU,2193,KWE,3394,FOC,3385,,0,319,China,China
23855,EU,2193,LJG,4033,CTU,3395,,0,319,China,China
23856,EU,2193,LYG,6383,CTU,3395,,0,319,China,China
23857,EU,2193,LYG,6383,SHE,4144,,0,319,China,China
23858,EU,2193,LZH,6356,CTU,3395,,0,319,China,China
23859,EU,2193,LZH,6356,KMG,3382,,0,319,China,China
23860,EU,2193,LZH,6356,SZX,3374,,0,319,China,China
23861,EU,2193,LZH,6356,XMN,3383,,0,319,China,China
23862,EU,2193,NGB,3387,CSX,3371,,0,319,China,China
23863,EU,2193,NKG,3388,CSX,3371,,0,319,China,China
23864,EU,2193,NKG,3388,CTU,3395,,0,319,China,China
23865,EU,2193,PVG,3406,CTU,3395,,0,319,China,China
23866,EU,2193,SHE,4144,JNG,6944,,0,319,China,China
23867,EU,2193,SHE,4144,LYG,6383,,0,319,China,China
23868,EU,2193,SYX,4030,CSX,3371,,0,319,China,China
23869,EU,2193,SYX,4030,CTU,3395,,0,319,China,China
23870,EU,2193,SYX,4030,HGH,3386,,0,319,China,China
23871,EU,2193,SZX,3374,CTU,3395,,0,319,China,China
23872,EU,2193,SZX,3374,LZH,6356,,0,319,China,China
23873,EU,2193,TAO,3390,XIY,3379,,0,319,China,China
23874,EU,2193,TNA,4108,CGQ,4380,,0,319,China,China
23875,EU,2193,TNA,4108,CTU,3395,,0,319,China,China
23876,EU,2193,TSN,3368,CTU,3395,,0,319,China,China
23877,EU,2193,WNZ,6392,CTU,3395,,0,319,China,China
23878,EU,2193,WUH,3376,CTU,3395,,0,319,China,China
23879,EU,2193,WUH,3376,HYN,6384,,0,319,China,China
23880,EU,2193,XIY,3379,CTU,3395,,0,319,China,China
23881,EU,2193,XIY,3379,TAO,3390,,0,319,China,China
23882,EU,2193,XMN,3383,JGS,6428,,0,319,China,#N/A
23883,EU,2193,XMN,3383,LZH,6356,,0,319,China,China
23884,EU,2193,ZYI,9846,CTU,3395,,0,319,China,China
24005,EY,2222,CGK,3275,AUH,2179,,0,77W 332,Indonesia,United Arab Emirates
24006,EY,2222,CGK,3275,HKG,3077,Y,0,330,Indonesia,Hong Kong
24007,EY,2222,CGK,3275,PER,3351,Y,0,737,Indonesia,Australia
24012,EY,2222,CTU,3395,AUH,2179,,0,332,China,United Arab Emirates
24056,EY,2222,KUL,3304,AUH,2179,,0,332 77W,Malaysia,United Arab Emirates
24075,EY,2222,MNL,2397,AUH,2179,,0,77W,Philippines,United Arab Emirates
24091,EY,2222,PEK,3364,AUH,2179,,0,332,China,United Arab Emirates
24092,EY,2222,PEK,3364,NGO,3942,,0,332,China,Japan
24095,EY,2222,PVG,3406,AUH,2179,,0,333,China,United Arab Emirates
24101,EY,2222,SIN,3316,AUH,2179,,0,332,Singapore,United Arab Emirates
24102,EY,2222,SIN,3316,BNE,3320,,0,332,Singapore,Australia
24447,FD,4947,CAN,3370,DMK,3157,,0,320,China,Thailand
24449,FD,4947,CKG,3393,DMK,3157,,0,320,China,Thailand
24457,FD,4947,CSX,3371,DMK,3157,,0,320,China,Thailand
24494,FD,4947,DPS,3940,DMK,3157,,0,320,Indonesia,Thailand
24498,FD,4947,HGH,3386,CNX,3931,,0,320,China,Thailand
24499,FD,4947,HGH,3386,DMK,3157,,0,320,China,Thailand
24512,FD,4947,KMG,3382,DMK,3157,,0,320,China,Thailand
24514,FD,4947,KUL,3304,DMK,3157,,0,320,Malaysia,Thailand
24520,FD,4947,NGB,3387,DMK,3157,,0,320,China,Thailand
24522,FD,4947,PEN,3308,DMK,3157,,0,320,Malaysia,Thailand
24528,FD,4947,SIN,3316,DMK,3157,,0,320,Singapore,Thailand
24529,FD,4947,SIN,3316,HKT,3179,,0,320,Singapore,Thailand
24530,FD,4947,SIN,3316,KBV,3174,,0,320,Singapore,Thailand
24531,FD,4947,SZX,3374,DMK,3157,,0,320,China,Thailand
24537,FD,4947,WUH,3376,DMK,3157,,0,320,China,Thailand
24538,FD,4947,XIY,3379,DMK,3157,,0,320,China,Thailand
24539,FE,4044,CTU,3395,KHH,2264,,0,M83,China,Taiwan
24540,FE,4044,HFE,3389,TPE,2276,,0,M83,China,Taiwan
24541,FE,4044,INC,4085,TPE,2276,,0,M83,China,Taiwan
24544,FE,4044,KWE,3394,TPE,2276,,0,M83,China,Taiwan
24545,FE,4044,NNG,3373,KHH,2264,,0,M83,China,Taiwan
24546,FE,4044,NNG,3373,TSA,2275,,0,M83,China,Taiwan
24547,FE,4044,SJW,6347,TPE,2276,,0,M83,China,Taiwan
24555,FE,4044,TSN,3368,TSA,2275,,0,M83,China,Taiwan
24556,FE,4044,TYN,3369,TSA,2275,,0,M83,China,Taiwan
25424,FM,4609,AOG,9844,PVG,3406,,0,737,China,China
25425,FM,4609,BAV,6346,SHA,3391,,0,738 737,China,China
25427,FM,4609,CAN,3370,HGH,3386,,0,738,China,China
25428,FM,4609,CAN,3370,NKG,3388,,0,738,China,China
25429,FM,4609,CAN,3370,PVG,3406,,0,738 757,China,China
25430,FM,4609,CAN,3370,SHA,3391,,0,738 333 757,China,China
25431,FM,4609,CAN,3370,WNZ,6392,,0,738,China,China
25432,FM,4609,CAN,3370,XMN,3383,,0,738,China,China
25433,FM,4609,CGO,3375,HGH,3386,,0,738,China,China
25434,FM,4609,CGO,3375,PVG,3406,,0,738,China,China
25435,FM,4609,CGO,3375,SHA,3391,,0,738,China,China
25436,FM,4609,CGQ,4380,PVG,3406,,0,738,China,China
25437,FM,4609,CKG,3393,SHA,3391,,0,738 737,China,China
25438,FM,4609,CKG,3393,TXN,6387,,0,737,China,China
25439,FM,4609,CSX,3371,SHA,3391,,0,738 737,China,China
25440,FM,4609,CTU,3395,PVG,3406,,0,738,China,China
25441,FM,4609,CTU,3395,SHA,3391,,0,757 737 738,China,China
25442,FM,4609,CTU,3395,TXN,6387,,0,737,China,China
25444,FM,4609,DLC,3404,PVG,3406,,0,738 737,China,China
25445,FM,4609,DSN,6434,XIY,3379,,0,737,China,China
25446,FM,4609,DYG,6353,PVG,3406,,0,738,China,China
25447,FM,4609,FOC,3385,SHA,3391,,0,738,China,China
25448,FM,4609,FUG,7503,SHA,3391,,0,737,China,China
25450,FM,4609,HAK,4120,PVG,3406,,0,738,China,China
25451,FM,4609,HET,6345,HLD,3366,,0,738,China,China
25452,FM,4609,HET,6345,SHA,3391,,0,738,China,China
25453,FM,4609,HGH,3386,CAN,3370,,0,738,China,China
25454,FM,4609,HGH,3386,CGO,3375,,0,738,China,China
25455,FM,4609,HGH,3386,HKG,3077,Y,0,320,China,Hong Kong
25456,FM,4609,HGH,3386,PEK,3364,,0,757,China,China
25463,FM,4609,HLD,3366,HET,6345,,0,738,China,China
25465,FM,4609,HRB,3400,PVG,3406,,0,738,China,China
25466,FM,4609,HTN,3398,URC,3399,,0,738,China,China
25468,FM,4609,INC,4085,PVG,3406,,0,738,China,China
25470,FM,4609,JHG,3381,KMG,3382,,0,737,China,China
25471,FM,4609,JMU,6411,TAO,3390,,0,737,China,China
25472,FM,4609,JNG,6944,SHA,3391,,0,737,China,China
25473,FM,4609,JNZ,6412,PVG,3406,,0,737,China,China
25474,FM,4609,JXA,8417,TAO,3390,,0,737,China,China
25475,FM,4609,KHN,3384,SHA,3391,,0,738,China,China
25477,FM,4609,KMG,3382,JHG,3381,,0,737,China,China
25478,FM,4609,KMG,3382,SHA,3391,,0,737,China,China
25479,FM,4609,KWE,3394,PVG,3406,,0,737 738,China,China
25480,FM,4609,KWE,3394,SHA,3391,,0,738,China,China
25481,FM,4609,KWL,3372,PVG,3406,,0,738 757,China,China
25482,FM,4609,KWL,3372,SHA,3391,,0,737,China,China
25483,FM,4609,LHW,3378,SHA,3391,,0,738,China,China
25484,FM,4609,LYG,6383,SHA,3391,,0,738 737,China,China
25485,FM,4609,LYI,6385,SHA,3391,,0,737,China,China
25488,FM,4609,MIG,6400,PVG,3406,,0,738,China,China
25489,FM,4609,NDG,6413,TAO,3390,,0,737,China,China
25490,FM,4609,NGB,3387,HKG,3077,Y,0,320,China,Hong Kong
25491,FM,4609,NKG,3388,CAN,3370,,0,738,China,China
25492,FM,4609,NKG,3388,HKG,3077,Y,0,321,China,Hong Kong
25493,FM,4609,NNG,3373,PVG,3406,,0,738,China,China
25494,FM,4609,NNG,3373,SHA,3391,,0,738 737,China,China
25495,FM,4609,PEK,3364,HGH,3386,,0,757,China,China
25496,FM,4609,PEK,3364,SHA,3391,,0,738 757,China,China
25499,FM,4609,PVG,3406,AOG,9844,,0,737,China,China
25500,FM,4609,PVG,3406,BKK,3885,,0,757 738,China,Thailand
25501,FM,4609,PVG,3406,CAN,3370,,0,757 738,China,China
25502,FM,4609,PVG,3406,CGO,3375,,0,738,China,China
25503,FM,4609,PVG,3406,CGQ,4380,,0,738,China,China
25504,FM,4609,PVG,3406,CTU,3395,,0,738,China,China
25505,FM,4609,PVG,3406,DLC,3404,,0,738 737,China,China
25506,FM,4609,PVG,3406,DYG,6353,,0,738,China,China
25507,FM,4609,PVG,3406,HAK,4120,,0,738,China,China
25508,FM,4609,PVG,3406,HKG,3077,,0,330 738,China,Hong Kong
25509,FM,4609,PVG,3406,HKT,3179,,0,757 738,China,Thailand
25510,FM,4609,PVG,3406,HRB,3400,,0,738,China,China
25511,FM,4609,PVG,3406,ICN,3930,,0,738,China,South Korea
25512,FM,4609,PVG,3406,INC,4085,,0,738,China,China
25513,FM,4609,PVG,3406,JNZ,6412,,0,737,China,China
25514,FM,4609,PVG,3406,KIX,3992,,0,321 738,China,Japan
25515,FM,4609,PVG,3406,KWE,3394,,0,738 737,China,China
25516,FM,4609,PVG,3406,KWL,3372,,0,757 738,China,China
25517,FM,4609,PVG,3406,MFM,3121,Y,0,321,China,Macau
25518,FM,4609,PVG,3406,MIG,6400,,0,738,China,China
25519,FM,4609,PVG,3406,NNG,3373,,0,738,China,China
25520,FM,4609,PVG,3406,PUS,2372,,0,738 739,China,South Korea
25521,FM,4609,PVG,3406,SHE,4144,,0,737 738,China,China
25522,FM,4609,PVG,3406,SHP,6429,,0,737,China,China
25523,FM,4609,PVG,3406,SWA,4302,,0,738,China,China
25524,FM,4609,PVG,3406,SYX,4030,,0,757,China,China
25525,FM,4609,PVG,3406,TOY,2324,,0,738,China,Japan
25526,FM,4609,PVG,3406,TSA,2275,,0,738,China,Taiwan
25527,FM,4609,PVG,3406,TSN,3368,,0,738,China,China
25528,FM,4609,PVG,3406,TVS,8858,,0,738,China,#N/A
25529,FM,4609,PVG,3406,WUH,3376,,0,738,China,China
25530,FM,4609,PVG,3406,WXN,6403,,0,737,China,China
25531,FM,4609,PVG,3406,XIY,3379,,0,738 737,China,China
25532,FM,4609,PVG,3406,XMN,3383,,0,738,China,China
25533,FM,4609,PVG,3406,YCU,6430,,0,738,China,China
25534,FM,4609,PVG,3406,ZHA,6357,,0,737,China,China
25535,FM,4609,PVG,3406,ZUH,6355,,0,738,China,China
25536,FM,4609,SHA,3391,BAV,6346,,0,738 737,China,China
25537,FM,4609,SHA,3391,CAN,3370,,0,333 738 757,China,China
25538,FM,4609,SHA,3391,CGO,3375,,0,738,China,China
25539,FM,4609,SHA,3391,CKG,3393,,0,738 737,China,China
25540,FM,4609,SHA,3391,CSX,3371,,0,738 737,China,China
25541,FM,4609,SHA,3391,CTU,3395,,0,757 737 738,China,China
25542,FM,4609,SHA,3391,FOC,3385,,0,738,China,China
25543,FM,4609,SHA,3391,FUG,7503,,0,737,China,China
25544,FM,4609,SHA,3391,GMP,2378,,0,333,China,South Korea
25545,FM,4609,SHA,3391,HET,6345,,0,738,China,China
25546,FM,4609,SHA,3391,HKG,3077,,0,333,China,Hong Kong
25547,FM,4609,SHA,3391,HND,2359,,0,333,China,Japan
25548,FM,4609,SHA,3391,JGS,6428,,0,738,China,#N/A
25549,FM,4609,SHA,3391,JNG,6944,,0,737,China,China
25550,FM,4609,SHA,3391,KHN,3384,,0,738,China,China
25551,FM,4609,SHA,3391,KMG,3382,,0,737,China,China
25552,FM,4609,SHA,3391,KWE,3394,,0,738,China,China
25553,FM,4609,SHA,3391,KWL,3372,,0,737,China,China
25554,FM,4609,SHA,3391,LHW,3378,,0,738,China,China
25555,FM,4609,SHA,3391,LYG,6383,,0,738 737,China,China
25556,FM,4609,SHA,3391,LYI,6385,,0,737,China,China
25557,FM,4609,SHA,3391,MFM,3121,,0,738,China,Macau
25558,FM,4609,SHA,3391,NNG,3373,,0,738 737,China,China
25559,FM,4609,SHA,3391,PEK,3364,,0,757 738,China,China
25560,FM,4609,SHA,3391,SHE,4144,,0,738,China,China
25561,FM,4609,SHA,3391,SJW,6347,,0,738 737,China,China
25562,FM,4609,SHA,3391,SWA,4302,,0,738,China,China
25563,FM,4609,SHA,3391,SZX,3374,,0,333 738,China,China
25564,FM,4609,SHA,3391,TAO,3390,,0,737,China,China
25565,FM,4609,SHA,3391,TSA,2275,,0,333,China,Taiwan
25566,FM,4609,SHA,3391,TSN,3368,,0,738 737,China,China
25567,FM,4609,SHA,3391,TXN,6387,,0,737,China,China
25568,FM,4609,SHA,3391,TYN,3369,,0,738,China,China
25569,FM,4609,SHA,3391,URC,3399,,0,738,China,China
25570,FM,4609,SHA,3391,WNZ,6392,,0,737,China,China
25571,FM,4609,SHA,3391,WUH,3376,,0,738,China,China
25572,FM,4609,SHA,3391,XIY,3379,,0,737,China,China
25573,FM,4609,SHA,3391,XMN,3383,,0,737 757 738,China,China
25574,FM,4609,SHA,3391,YIH,6361,,0,737,China,China
25575,FM,4609,SHA,3391,YNT,3392,,0,737,China,China
25576,FM,4609,SHE,4144,PVG,3406,,0,737 738,China,China
25577,FM,4609,SHE,4144,SHA,3391,,0,738,China,China
25578,FM,4609,SHP,6429,PVG,3406,,0,737,China,China
25579,FM,4609,SJW,6347,SHA,3391,,0,738 737,China,China
25580,FM,4609,SWA,4302,SHA,3391,,0,738,China,China
25581,FM,4609,SYX,4030,PVG,3406,,0,757,China,China
25582,FM,4609,SZX,3374,SHA,3391,,0,333 738,China,China
25583,FM,4609,TAO,3390,DDG,6433,,0,737,China,#N/A
25584,FM,4609,TAO,3390,JMU,6411,,0,737,China,China
25585,FM,4609,TAO,3390,JXA,8417,,0,737,China,China
25586,FM,4609,TAO,3390,NDG,6413,,0,737,China,China
25587,FM,4609,TAO,3390,PUS,2372,Y,0,737,China,South Korea
25588,FM,4609,TAO,3390,SHA,3391,,0,737,China,China
25592,FM,4609,TSN,3368,PVG,3406,,0,738,China,China
25593,FM,4609,TSN,3368,SHA,3391,,0,738 737,China,China
25595,FM,4609,TXN,6387,CKG,3393,,0,737,China,China
25596,FM,4609,TXN,6387,CTU,3395,,0,737,China,China
25597,FM,4609,TXN,6387,SHA,3391,,0,737,China,China
25598,FM,4609,TYN,3369,SHA,3391,,0,738,China,China
25599,FM,4609,URC,3399,HTN,3398,,0,738,China,China
25600,FM,4609,URC,3399,SHA,3391,,0,738,China,China
25601,FM,4609,WNZ,6392,CAN,3370,,0,738,China,China
25602,FM,4609,WNZ,6392,SHA,3391,,0,737,China,China
25603,FM,4609,WUH,3376,PVG,3406,,0,738,China,China
25604,FM,4609,WUH,3376,SHA,3391,,0,738,China,China
25605,FM,4609,WXN,6403,PVG,3406,,0,737,China,China
25606,FM,4609,XIY,3379,DSN,6434,,0,737,China,China
25607,FM,4609,XIY,3379,PVG,3406,,0,738 737,China,China
25608,FM,4609,XIY,3379,SHA,3391,,0,737,China,China
25609,FM,4609,XMN,3383,CAN,3370,,0,738,China,China
25610,FM,4609,XMN,3383,PVG,3406,,0,738,China,China
25611,FM,4609,XMN,3383,SHA,3391,,0,737 757 738,China,China
25612,FM,4609,YCU,6430,PVG,3406,,0,738,China,China
25613,FM,4609,YIH,6361,SHA,3391,,0,737,China,China
25614,FM,4609,YNT,3392,SHA,3391,,0,737,China,China
25615,FM,4609,ZHA,6357,PVG,3406,,0,737,China,China
25616,FM,4609,ZUH,6355,PVG,3406,,0,738,China,China
28189,FY,2353,AOR,3296,SZB,3408,,0,AT7,Malaysia,Malaysia
28190,FY,2353,BTH,3903,SZB,3408,,0,AT7,Indonesia,Malaysia
28191,FY,2353,BTJ,3294,PEN,3308,,0,AT7,Indonesia,Malaysia
28193,FY,2353,IPH,3302,SIN,3316,,0,AT7,Malaysia,Singapore
28194,FY,2353,JHB,3303,KBR,3298,,0,AT7,Malaysia,Malaysia
28195,FY,2353,JHB,3303,SZB,3408,,0,AT7,Malaysia,Malaysia
28196,FY,2353,KBR,3298,JHB,3303,,0,AT7,Malaysia,Malaysia
28197,FY,2353,KBR,3298,PEN,3308,,0,AT7,Malaysia,Malaysia
28198,FY,2353,KBR,3298,SZB,3408,,0,AT7,Malaysia,Malaysia
28199,FY,2353,KTE,3300,SZB,3408,,0,AT7,Malaysia,Malaysia
28200,FY,2353,KUA,3299,PEN,3308,,0,AT7,Malaysia,Malaysia
28201,FY,2353,KUA,3299,SIN,3316,,0,AT7,Malaysia,Singapore
28202,FY,2353,LGK,3305,PEN,3308,,0,AT7,Malaysia,Malaysia
28203,FY,2353,LGK,3305,SZB,3408,,0,AT7,Malaysia,Malaysia
28204,FY,2353,PEN,3308,BTJ,3294,,0,AT7,Malaysia,Indonesia
28205,FY,2353,PEN,3308,HKT,3179,,0,AT7,Malaysia,Thailand
28206,FY,2353,PEN,3308,KBR,3298,,0,AT7,Malaysia,Malaysia
28207,FY,2353,PEN,3308,KUA,3299,,0,AT7,Malaysia,Malaysia
28208,FY,2353,PEN,3308,LGK,3305,,0,AT7,Malaysia,Malaysia
28209,FY,2353,PEN,3308,SZB,3408,,0,AT7,Malaysia,Malaysia
28210,FY,2353,PEN,3308,USM,3177,,0,AT7,Malaysia,Thailand
28211,FY,2353,PKU,3273,SZB,3408,,0,AT7,Indonesia,Malaysia
28212,FY,2353,SIN,3316,IPH,3302,,0,AT7,Singapore,Malaysia
28213,FY,2353,SIN,3316,KUA,3299,,0,AT7,Singapore,Malaysia
28214,FY,2353,SIN,3316,SZB,3408,,0,AT7,Singapore,Malaysia
28215,FY,2353,SZB,3408,AOR,3296,,0,AT7,Malaysia,Malaysia
28216,FY,2353,SZB,3408,BTH,3903,,0,AT7,Malaysia,Indonesia
28217,FY,2353,SZB,3408,JHB,3303,,0,AT7,Malaysia,Malaysia
28218,FY,2353,SZB,3408,KBR,3298,,0,AT7,Malaysia,Malaysia
28219,FY,2353,SZB,3408,KTE,3300,,0,AT7,Malaysia,Malaysia
28220,FY,2353,SZB,3408,LGK,3305,,0,AT7,Malaysia,Malaysia
28221,FY,2353,SZB,3408,PEN,3308,,0,AT7,Malaysia,Malaysia
28222,FY,2353,SZB,3408,PKU,3273,,0,AT7,Malaysia,Indonesia
28223,FY,2353,SZB,3408,SIN,3316,,0,AT7,Malaysia,Singapore
28224,FY,2353,SZB,3408,TGG,3307,,0,AT7,Malaysia,Malaysia
28225,FY,2353,SZB,3408,USM,3177,,0,AT7,Malaysia,Thailand
28226,FY,2353,TGG,3307,SZB,3408,,0,AT7,Malaysia,Malaysia
29085,G5,15837,ACX,7506,CKG,3393,,0,CR9,China,China
29086,G5,15837,ACX,7506,KWE,3394,,0,CR9 CR2,China,China
29089,G5,15837,AQG,6427,CKG,3393,,0,CR9,China,China
29090,G5,15837,AQG,6427,XMN,3383,,0,CR9,China,China
29091,G5,15837,AVA,9849,CKG,3393,,0,CR9,China,China
29092,G5,15837,BAV,6346,CIF,6342,,0,CR9,China,China
29093,G5,15837,BFJ,9025,CKG,3393,,0,CR9,China,China
29094,G5,15837,BFJ,9025,KWE,3394,,0,CR2 CR9,China,China
29095,G5,15837,BHY,6351,KWL,3372,,0,CR9,China,China
29096,G5,15837,CIF,6342,BAV,6346,,0,CR9,China,China
29097,G5,15837,CIF,6342,DLC,3404,,0,CR9,China,China
29098,G5,15837,CKG,3393,ACX,7506,,0,CR9,China,China
29099,G5,15837,CKG,3393,AEB,8082,,0,CR9,China,#N/A
29100,G5,15837,CKG,3393,AQG,6427,,0,CR9,China,China
29101,G5,15837,CKG,3393,AVA,9849,,0,CR9,China,China
29102,G5,15837,CKG,3393,BFJ,9025,,0,CR9,China,China
29103,G5,15837,CKG,3393,DOY,4145,,0,CR9,China,#N/A
29104,G5,15837,CKG,3393,DSN,6434,,0,CR9,China,China
29105,G5,15837,CKG,3393,HDG,8407,,0,CR9,China,China
29106,G5,15837,CKG,3393,HIA,7898,,0,CR9,China,#N/A
29107,G5,15837,CKG,3393,INC,4085,,0,CR2,China,China
29108,G5,15837,CKG,3393,JIQ,8781,,0,CR2,China,#N/A
29109,G5,15837,CKG,3393,KWE,3394,,0,CR2 CR9,China,China
29110,G5,15837,CKG,3393,LZH,6356,,0,CR9,China,China
29111,G5,15837,CKG,3393,NNG,3373,,0,CR9,China,China
29112,G5,15837,CKG,3393,XFN,6360,,0,CR9,China,China
29113,G5,15837,CKG,3393,XIC,3396,,0,CR9,China,China
29114,G5,15837,CKG,3393,XNN,6366,,0,CR9,China,China
29115,G5,15837,DLC,3404,CIF,6342,,0,CR9,China,China
29116,G5,15837,DLC,3404,DOY,4145,,0,CR9,China,#N/A
29117,G5,15837,DLC,3404,FUG,7503,,0,CR9,China,China
29118,G5,15837,DLC,3404,HDG,8407,,0,CR9,China,China
29119,G5,15837,DLC,3404,HIA,7898,,0,CR9,China,#N/A
29120,G5,15837,DLC,3404,JNG,6944,,0,CR9,China,China
29121,G5,15837,DLC,3404,LYG,6383,,0,CR9,China,China
29122,G5,15837,DLC,3404,SHP,6429,,0,CR9,China,China
29123,G5,15837,DLC,3404,TVS,8858,,0,CR9,China,#N/A
29126,G5,15837,DSN,6434,CKG,3393,,0,CR9,China,China
29127,G5,15837,FOC,3385,LYG,6383,,0,CR9,China,China
29128,G5,15837,FUG,7503,DLC,3404,,0,CR9,China,China
29129,G5,15837,FUG,7503,HGH,3386,,0,CR9,China,China
29130,G5,15837,HDG,8407,CKG,3393,,0,CR9,China,China
29131,G5,15837,HDG,8407,DLC,3404,,0,CR9,China,China
29132,G5,15837,HGH,3386,FUG,7503,,0,CR9,China,China
29133,G5,15837,HGH,3386,XFN,6360,,0,CR9,China,China
29136,G5,15837,HZH,7508,KWE,3394,,0,CR2,China,China
29137,G5,15837,INC,4085,CKG,3393,,0,CR2,China,China
29138,G5,15837,INC,4085,JGN,6432,,0,CR2,China,China
29139,G5,15837,JGN,6432,INC,4085,,0,CR2,China,China
29141,G5,15837,JNG,6944,DLC,3404,,0,CR9,China,China
29142,G5,15837,JNG,6944,XIY,3379,,0,CR9,China,China
29143,G5,15837,KMG,3382,KWE,3394,,0,CR2,China,China
29144,G5,15837,KWE,3394,ACX,7506,,0,CR9 CR2,China,China
